所属年月,商家名称,主营类型,店铺URL,特色菜,累计评论数,累计销售量,店铺评分,本月销量,本月销售额,城市,商家地址,电话
2017-04-01,倾素坊素食自助餐厅,自助餐,http://www.meituan.com/shop/76429117,营养粥 炸蘑菇 红烧茄子 大拉皮 蔬菜沙拉 水煎包 炸薯条 玉米粒 胡辣汤 黄瓜凉菜 凉拌生菜 炒素菜 窝窝头 糖醋藕 东北大拉皮 花生毛豆 黑米饭 八宝粥胡辣汤 水果沙拉 清粥小菜 炸玉米粒 糖醋里脊 芝麻饼 香菇油菜 鱼香肉丝 小馒头 海带丝 皮蛋粥 黑米饼 炒米线 炒面筋 玉米粥 玉米羹 盖浇饭 花生米 菜花 豆腐粉丝粥 辣子鸡丁 营养粥 炸蘑菇 红烧茄子 大拉皮 蔬菜沙拉 水煎包 炸薯条 玉米粒 胡辣汤 黄瓜凉菜 凉拌生菜 炒素菜 窝窝头 糖醋藕 更多》,5190,10270,5.0,14.0,275.52,菏泽,牡丹区解放大街与东方红大街交叉口东北角地下餐厅,15092120001
2017-03-01,巧婆娘自助水饺,自助餐,http://www.meituan.com/shop/110713153,,,191,4.2,5.0,95.51,青岛,黄岛区琅琊台路与泰山路交叉口南100米路东,15589881103/13280876440
2017-03-01,抢鲜一埠自助铁板烧,自助餐,http://www.meituan.com/shop/99591986,铁板烧 蟹宝 大龙虾 生鱼片 肉末海参 牛排 豪华龙虾自助餐 (268元/份),1046,191,3.5,9.0,1144.81,青岛,黄岛区长江路街道阿里山路88号隆祺嘉园（原南山庄园）,0532-55712777/13884945555
2017-07-01,金釜轩烤肉美食中心,自助餐,http://zaozhuang.meituan.com/shop/41754654,培根 酸奶 鸡翅 烤肉火锅 不错 面 火锅 很好 饮料 鸳鸯火锅 水果蛋糕 特色牛排 虾 牛羊肉 更多》,11650,80624,5.0,368.0,23448.5,枣庄,滕州市荆河路步行街南首，海澜之家三楼,0632-5825288
2017-03-01,仟渔铁板烧自助料理,自助餐,http://www.meituan.com/shop/2514962,牛仔骨 法式鹅肝 刺身 三文鱼 烤牛排 芥味儿虾 三文鱼炒饭 铁板烧 秋刀鱼 海螺 松阪肉 炒乌冬面 牛小排 芥末虾 鳕鱼 冰激凌 杨枝甘露 生鱼片 香蕉煎饼 鳗鱼 冰淇淋 扇贝 梅子酒 烤鳗鱼 芝士虾 铜锣烧 牛仔骨 法式鹅肝 刺身 三文鱼 烤牛排 芥味儿虾 三文鱼炒饭 铁板烧 秋刀鱼 海螺 松阪肉 炒乌冬面 牛小排 芥末虾 更多》,1702,8988,4.2,241.0,42126.4,青岛,黄岛区开发区武夷山路上流汇2楼,0532-86850033
2017-07-01,享烤享涮时尚自助火锅烤肉（万达广场店）,自助餐,http://zaozhuang.meituan.com/shop/159207553,,,,3.7,8.0,544.0,枣庄,薛城区燕山南路与临山路交叉口万达广场3楼3032,17063211111
2017-07-01,太阳部落自助火锅烤肉,自助餐,http://zaozhuang.meituan.com/shop/5484190,鱿鱼 冰淇淋 虾 鸡翅 菜 提子 烤肉火锅 水果沙拉 培根肉 烤鱼 鸡腿 蛤蜊 油炸鸡柳 涮羊肉 更多》,18876,81955,4.7,449.0,20350.4,枣庄,滕州市荆河路贵诚超市西邻二楼,0632-3976199
2017-07-01,尚水元休闲自助餐厅（中央城店）,自助餐,http://zaozhuang.meituan.com/shop/6458016,培根 冰淇淋 羊肉卷 骨肉相连 羊肉 不错 大虾 锅老肉 可口可乐 火锅烤肉 咖啡 鸡排 烤培根 小蛋糕 更多》,28511,118917,5.0,670.0,43511.6,枣庄,滕州市解放中路中央城B-14号3楼（龙泉小学西500米）,0632-5088859
2017-07-01,尚水元休闲自助餐厅（真爱商城店）,自助餐,http://zaozhuang.meituan.com/shop/41150451,虾 烤肉火锅 水果 不错 鸳鸯锅 烤培根 烤羊肉串 烤鸡翅 培根肉 小蛋糕 羊肉卷 骨肉相连 冰淇淋寿司 烤肉串 更多》,10168,45223,5.0,275.0,20449.5,枣庄,滕州市荆河西路真爱商城2区北门东侧（汽车西站4楼）,0632-5385888
2017-07-01,尚水元休闲自助餐厅,自助餐,http://zaozhuang.meituan.com/shop/124898364,火锅 水果 凉菜 海鲜 铁板烧,704,11680,4.5,316.0,15168.4,枣庄,市中区青檀路八大东门正对过吉品街西首南100米,0632-5219999
2017-07-01,欧巴味德南美巴西烤肉,自助餐,http://zaozhuang.meituan.com/shop/86097801,千丝虾 巴西烤肉 水果 黑椒小牛排 小龙虾 烤羊排 烤肉 扇贝 粉丝扇贝 蛋挞 酸奶 大虾 牛排 烤鸡翅 更多》,1413,27969,4.8,348.0,28420.0,枣庄,滕州市大同路银座西馆对面滕州民族大厦1楼,0632-5816688
2017-07-01,牛仔街区时尚自助餐厅（万达广场店）,自助餐,http://zaozhuang.meituan.com/shop/159207105,,,888,4.8,173.0,10597.0,枣庄,薛城区临山路万达广场3楼3068室,0632-5363797
2017-07-01,闽台风情自助餐厅,自助餐,http://zaozhuang.meituan.com/shop/40304489,水果 培根 涮锅 肉 五花肉 羊肉串 爆米花 鸡尾酒 鸡蛋饼,1185,17315,5.0,3360.0,149880.0,枣庄,台儿庄区华兴路国际大酒店下,13336373066
2017-07-01,欢乐牧场海鲜自助涮烤餐厅,自助餐,http://zaozhuang.meituan.com/shop/156795677,海鲜 火锅,231,2597,5.0,80.0,3718.0,枣庄,市中区解放路龙头路交汇处向南30米路西,15554294555
2017-03-01,牛仔街区时尚自助餐厅,自助餐,http://www.meituan.com/shop/118639401,,978,4890,5.0,124.0,7287.23,青岛,市北区重庆南路99号海尔时代广场云街7号楼3F,0532-68980000
2017-03-01,南渤湾巴西烤肉（自助餐厅）,自助餐,http://www.meituan.com/shop/41731084,烤肉 肉 蛋挞榴莲酥 菜 水果 虾子 海蛎子 甜点 饮料 巴西烤肉 小点心 烤牛肉 麻辣鸭头 炸鱿鱼 牛羊肉 酸奶冰激凌 大螃蟹 烤羊腿 烤虾 红烧肉 锅包肉 鲜虾 烤玉米 哈密瓜西瓜 小鱼 涮锅 墨鱼丸 大螃蟹大虾 烤牛舌 烤羊肉 烤鸡翅 糯米肉丸 南瓜粥 小蛋糕 披萨 炸鸡 玉米 肉肉 薯条 西瓜哈密瓜 丸子 冻虾 北极甜虾 果汁 炸虾 烤羊肉烤牛肉 烤鸭 煎包 蒸饺 辣炒海鲜 烤肉 肉 蛋挞榴莲酥 菜 水果 虾子 海蛎子 甜点 饮料 巴西烤肉 小点心 烤牛肉 麻辣鸭头 炸鱿鱼 更多》,6430,34274,4.8,1884.0,101755.0,青岛,黄岛区水灵山路与唐岛湾路交叉口东50米路北（吉祥号大酒店北侧）,0532-86133663/13045030173
2017-05-01,泰山宝盛大酒店八珍轩自助餐,自助餐,http://www.meituan.com/shop/90718223,,314,5052,5.0,127.0,12441.5,泰安,泰山区泰山大街与迎胜路交汇口西南角,0538-3013888
2017-06-01,大娘水饺自助,自助餐,http://fc.meituan.com/shop/104237961,水饺 凉菜 饺子,320,3826,4.3,64.0,1138.01,泰安,肥城市市场街与长山街路口西50米路南，外贸大厦西邻,13335270266
2017-06-01,宝龙福朋酒店自助餐厅,自助餐,http://ta.meituan.com/shop/17647,甜点 烤鸭 番茄牛腩面 (28元/份)烤生蚝 三文鱼生鱼片 鱼 烤全羊 酸奶 鱿鱼 海鲜 蟹子 甜品 大虾 烤海鲜 冰激凌 小蛋糕 煎鱼 牛扒 牛羊肉 三文鱼刺身 海鲜火锅 烤羊肉串 肉 小点心 羊汤 麻辣烫 三文鱼寿司羊汤 扇贝 烤羊腿 烤鸡翅 雪菜肉丝面 (28元/份)海参山珍佛跳墙 (68元/份)皎皎河女蒸丝瓜 (19元/份)铁板牛排 七夕今宵煨山药 (19元/份)冰淇淋 北京烤鸭 卷饼 春卷 橙汁 水果 水饺 海参斑 现煎牛排 粉丝扇贝 羊肉片 花好月圆西米露 (19元/份)酒水 酸奶小点心 醋溜海带丝 (5元/份)面条 鹊桥相会炒双鲜 (39元/份)甜点 烤鸭 番茄牛腩面 (28元/份)烤生蚝 三文鱼生鱼片 鱼 烤全羊 酸奶 鱿鱼 海鲜 蟹子 甜品 大虾 烤海鲜 更多》,14886,7395,4.9,122.0,12420.1,泰安,泰山区环山东路888号（宝龙福朋酒店一楼宜客乐标帜餐厅）,0538-8879999
2017-05-01,优客中式自助餐厅,自助餐,http://www.meituan.com/shop/112542538,,,889,5.0,133.0,2101.4,泰安,肥城市泰临路城市广场南沿街门店,13954810828
2017-05-01,鲜佰汇海鲜烤肉自助餐厅,自助餐,exceptionhttp://www.meituan.com/shop/86624939,果汁 鲜榨果汁 大虾 巴西烤肉 小点心 烤大虾 猪五花肉 披萨 培根卷 螃蟹腿 小蛋糕 烤鱿鱼 烤牛肉 大蟹腿 西瓜汁 西瓜火龙果 日式料理 巧克力蛋糕 海蛎子大龙虾 火龙果 冰激凌 凉菜 寿司鱼片 海星 鲜榨果蔬汁 巧克力瀑布 巧克力喷泉 牛羊肉 虾子 铁板鱿鱼 布丁 火鸡卷培根片 烤鸡肉 贝壳 肥牛肉 鱼肉 鸡排 木瓜哈密瓜 烤五花肉 匹萨 抹茶蛋糕 日本寿司 烤海鲜 烤翅中 蛋挞小蛋糕 芒果布丁 炸鸡柳 现榨果汁 生鱼片海星 蒜瓣肉 韩式五花肉 巧克力塔 榴莲披萨 水果汁 鱼排 意面 日料 烤鸡翅 生蚝 蒸鱼 鸡尾酒 毛血旺 烤虾 甜虾 翅中 肥羊 鲜果汁 鲜榨水果汁 鸡腿肉 三明治 包子 奥尔良鸡排 山药汁 扇贝粉丝 披萨寿司 文鱼 梅肉 涮菜 火龙果汁 烤串 烤牡蛎 烤鸡腿 爆米花 蒸蛋 蛋卷 蜜汁叉烧 铁板烧 乌鸡肉 亲亲肠 关东煮 冰淇淋水果蛋糕 各种小蛋糕 地瓜丸 大麦茶 小糕点 木瓜雪蛤 水果果汁冰激凌 烤鸡排 玉米肠 羊肉串 自制酸奶 鲜榨果汁黄瓜汁 鲜榨西瓜汁 黑椒 黑椒牛排 三文鱼头 三文鱼寿司 乌鸡片 乌鸡肉片 八爪鱼刺身 可口可乐 大扇贝 大螃蟹腿 奥尔良烤鸡 奶茶 小布丁 小面包 巴西烧烤 广式点心 日本料理 木瓜汁 水果饭 海鲜披萨 海鲜汇 涮肚 涮锅 烤全羊 烤牛排 烤羊排 烤鱼肉 烤鸡块 烤鸡翅膀 肉卷 肥羊肥牛肉 芒果汁 葡萄 葡萄酒 蒸鸡蛋 蛋塔 西瓜果汁 调料组合 酸奶布丁 面包诱惑 香蕉寿司 马步鱼 鲜虾 鲜虾鲜榨果汁 鸳鸯锅 果汁 鲜榨果汁 大虾 巴西烤肉 小点心 烤大虾 猪五花肉 披萨 培根卷 螃蟹腿 小蛋糕 烤鱿鱼 烤牛肉 大蟹腿 更多》,15398,84761,4.9,1539.0,87045.9,泰安,泰山区火车站东岳大街银座金街负一层（大润发东300米）,0538-8639111
2017-05-01,田雨润华国际酒店,自助餐,http://www.meituan.com/shop/6285755,酸奶 三文鱼 冰淇淋 蛋糕 牛肉 12英寸热带水果披萨 (78元/份)布丁 海星 大虾 排骨 烤鸭 羊肉串,4092,8438,4.5,78.0,4517.97,泰安,岱岳区满庄天乐城院内,0538-5365777
2017-05-01,天乐城水世界中餐自助餐,自助餐,http://www.meituan.com/shop/50818594,,,274,3.6,0.0,0.0,泰安,岱岳区满庄镇天乐城水世界二楼中餐自助餐,0538-5365222
2017-05-01,泰山新合作国际酒店自助餐,自助餐,http://www.meituan.com/shop/91230716,酸奶 涮菜 小蛋糕 炒菜 西瓜 羊肉片 麻辣小龙虾 大虾 冰淇淋 咖啡 小馄饨 涮羊肉 铁板烧 鸭头,1494,34379,4.4,135.0,6770.4,泰安,肥城市新合作国际酒店8楼,0538-3386677
2017-05-01,泰山宾馆,自助餐,http://www.meituan.com/shop/77111733,烤肉 海鲜 羊肉 生鱼片 酸奶 三文鱼 冰激凌 巴西烤肉 慕斯蛋糕 烤羊肉 烤鸭 甜点 面包,1868,9597,5.0,120.0,14092.6,泰安,泰山区红门路26号,0538-8285688/8582666
2017-05-01,泰安万达嘉华酒店自助餐厅,自助餐,http://www.meituan.com/shop/51391961,蛋糕 水果 甜点 三文鱼 生鱼片 冰淇淋 麻辣小龙虾 大个小龙虾 寿司 冰激凌 大虾 烤鸭羊肉猪肉牛肉 面 烤生蚝 龙虾 三文鱼寿司 文鱼 榴莲披萨 牛排 羊肉串 蒜香小龙虾 蛋挞 鸡翅 啤酒 大龙虾 椰奶 汤 泡芙 炸虾 烤羊肉 牛羊肉 蟹腿 餐前菜 鱼籽寿司 蛋糕 水果 甜点 三文鱼 生鱼片 冰淇淋 麻辣小龙虾 大个小龙虾 寿司 冰激凌 大虾 烤鸭羊肉猪肉牛肉 面 烤生蚝 更多》,11244,21783,5.0,135.0,16452.1,泰安,泰山区泰山大街566号泰安万达广场2栋,0538-8358888
2017-03-01,牧羊人自助烤肉（台东步行街店）,自助餐,http://www.meituan.com/shop/5096062,鸡柳 烤五花肉 培根卷金针菇 烤肉火锅 羊肉水饺 烤牛肉 骨肉相连 锅贴 小点心 饺子 大虾 冰淇淋 香芋奶茶 大排 火锅烤肉 羊肉卷 黄桃罐头 糖醋里脊 羊肉饺子 肥牛金针菇 鲜榨果汁 冰激凌 冰激淋 红烧肉 鲜榨橙汁 冷饮 比萨 炸鸡腿 烤大虾 牙签肉 牛羊肉 考扇贝 腌肉 蛋挞 麻油金针菇 麻辣鸡块 凉皮 凉菜 小蛋糕 水饺锅贴 泡椒凤爪 炸蘑菇 烤冷面 烤培根 烤猪排 玉米 糖醋鱼糖醋里脊 腰子 薯条 豆腐 锅包肉 馄饨 鸡腿肉 鸡柳 烤五花肉 培根卷金针菇 烤肉火锅 羊肉水饺 烤牛肉 骨肉相连 锅贴 小点心 饺子 大虾 冰淇淋 香芋奶茶 大排 更多》,21054,31210,4.2,789.0,50687.0,青岛,市北区台东五路88号（大成路与台东三路交叉口）,0532-83651681
2017-03-01,妙缘素食馆自助,自助餐,http://www.meituan.com/shop/125002246,素食,,474,5.0,12.0,224.39,青岛,城阳区民城路大北曲村委（福恩超市对面）,13210822851/15166667949
2017-04-01,青春牧场烤肉火锅海鲜自助,自助餐,http://www.meituan.com/shop/150696530,,,3949,5.0,63.0,3146.43,菏泽,巨野县麒麟大道新天地购物中心四楼,0530-8157006
2017-06-01,凤冠假日酒店自助餐,自助餐,http://dz.meituan.com/shop/40788683,虾 烤鸭 水果蛋糕 北京烤鸭 小点心 甜点 寿司 杯子蛋糕 打卤面 烤虾 烤鱿鱼 奶酪蛋糕 蛋挞 西瓜 冰激凌 慕斯蛋糕 麻辣烫 水果沙拉 扒鸡胸 烤翅 面条 意大利面 西点 酸奶 香辣蟹 龙利鱼 乌鸡汤 冰淇淋 古老肉 水煮鱼 烤大虾 烧麦 花蛤 酸梅汁 饮品 骨肉相连 虾 烤鸭 水果蛋糕 北京烤鸭 小点心 甜点 寿司 杯子蛋糕 打卤面 烤虾 烤鱿鱼 奶酪蛋糕 蛋挞 西瓜 更多》,10912,6619,5.0,109.0,11177.0,德州,德城区东风东路2555号（凤冠假日酒店1楼）,0534-6087777/6086688
2017-06-01,柳湖书院六楼自助餐,自助餐,http://dz.meituan.com/shop/6338646,三文鱼 大骨头,840,5913,5.0,98.0,6647.82,德州,德城区晶华大道188号（董子园风景区内）,0534-2297777
2017-06-01,李记鲜鱼馆,自助餐,http://xiajin.meituan.com/shop/65323427,,,,分,0.0,0.0,德州,夏津县德行商业街一中红绿灯向南200米路东,15964189718
2017-06-01,京成一品欢乐烤场,自助餐,http://dz.meituan.com/shop/91678727,烤肉 水果 涮肉 青菜,1382,13900,4.5,231.0,10723.8,德州,德城区湖滨北大道天虹文化广场东面（尚客优酒店院内）,0534-5081555
2017-06-01,金兴园东北灌汤水饺自助,自助餐,http://dz.meituan.com/shop/115976642,,,,3.5,1.0,15.6,德州,夏津县南城街夏津书法研究院往东66米路南,13053406767
2017-06-01,金诺郎韩式自助烤肉,自助餐,http://ll.meituan.com/shop/116719182,,204,3407,5.0,57.0,2547.2,德州,乐陵市渤海路与五洲中大道交叉口西北角（孕婴康贝西邻）,18865812288
2017-06-01,金丽轩自助烤肉,自助餐,http://dz.meituan.com/shop/40777364,蛋挞 培根 自助 烤肉火锅 羊肉 火锅涮菜 薯条 培根卷金针菇 羊蹄子 冰激凌 培根金针菇 好吃的 辣炒花蛤 培根肉 涮肉 烤串 美味 小蛋糕 炖大骨头 西瓜 大虾 寿司 小螃蟹 鱼肉 丸子 冻虾 哈密瓜 羊肉片 肉类 蜂蜜柚子茶 鱼排 麻酱 蛋挞 培根 自助 烤肉火锅 羊肉 火锅涮菜 薯条 培根卷金针菇 羊蹄子 冰激凌 培根金针菇 好吃的 辣炒花蛤 培根肉 更多》,3984,4699,5.0,78.0,3081.7,德州,夏津县建设街华夏B区西门南300米路西（金信大酒店北200米路西）,18866013166
2017-06-01,韩丽轩自助烤肉超市（商业街店）,自助餐,http://dz.meituan.com/shop/2180697,培根肉 烤肉串 小糕点 冰激凌 翅中 小螃蟹 铁板鱿鱼 涮肉 甜点和冰淇淋 红烧肉 生菜包肉 小虾 羊肉片 铁板烧 面筋 果汁 热奶茶 披萨 涮羊肉 羊汤 羊肉串 韩国辣酱 麻辣小龙虾 小蛋糕 涮菜 烤培根 烤鸭 猪肉串 橙汁 海星 鲜榨果汁 乌鸡肉 大骨头 桂圆 海蛎子 海贝 海鲜烤肉 烤鱼 肉肉 蒸鸡蛋 西瓜汁 贝壳 酸奶 骨肉相连 培根肉 烤肉串 小糕点 冰激凌 翅中 小螃蟹 铁板鱿鱼 涮肉 甜点和冰淇淋 红烧肉 生菜包肉 小虾 羊肉片 铁板烧 更多》,4460,3882,4.6,64.0,2898.28,德州,德城区商业街94号B室,0534-2699499
2017-06-01,德百温泉自助餐,自助餐,http://xiajin.meituan.com/shop/110100881,,183,966,4.0,16.0,1029.23,德州,夏津县黄河故道森林公园内德百温泉大厅二楼,0534-3601888
2017-06-01,富豪康博酒店餐厅,自助餐,http://dz.meituan.com/shop/5781949,雀巢冰激凌 水饺 烤羊肉串 生鱼片 黑森林蛋糕,2520,1453,3.6,24.0,1798.72,德州,德城区东风东路1888号富豪康博酒店内,0534-2290608
2017-04-01,花姐大骨自助,自助餐,http://www.meituan.com/shop/93142799,,,290,4.1,4.0,98.33,威海,荣成市藤家中心卫生院北,13792768938
2017-04-01,弘扬自助大骨头,自助餐,http://www.meituan.com/shop/42823713,凉菜 大骨头 涮锅,192,251,4.8,32.0,935.28,威海,文登区龙山路黑豹红绿灯南开发区医院斜对面，大木桶足道旁,13754606675
2017-04-01,韩中缘自助烤肉,自助餐,http://www.meituan.com/shop/42253594,,,175,3.9,2.0,68.48,威海,"文登区文登开发区金山路中段家纺城十字路口南20米,或富强驾校北过俩红绿灯500路西",0631-8351885
2017-04-01,牛仔街区时尚自助餐厅（万达店）,自助餐,http://www.meituan.com/shop/69440296,披萨 铁板鱿鱼 蛋挞 涮羊肉 烤鱿鱼 大虾 铁板烧 烤串 涮锅 大螃蟹腿 小点心 寿司 蟹腿肉 抹茶蛋糕 火锅烤肉 牛羊肉 西瓜 铁板烧烤 水果饮料 烤鸡肉 麻辣烫 冰激凌 烤肉串 奶茶 甜点小蛋糕 冰淇淋 肉串 葡萄 榴莲披萨 烤鸡心 粽子 关东煮 小点心寿司 桃汁 海鲜 炸鸡块 烤串铁板鱿鱼 烤羊肉串 白灼菜心 羊肉串 面包 鲜榨果汁 披萨 铁板鱿鱼 蛋挞 涮羊肉 烤鱿鱼 大虾 铁板烧 烤串 涮锅 大螃蟹腿 小点心 寿司 蟹腿肉 抹茶蛋糕 更多》,32576,5145,5.0,186.0,21786.0,德州,德城区湖滨南路与新河路交叉口万达广场三楼,0534-2109678
2017-07-01,巴贝隆自助烤肉火锅（滨州路店）,自助餐,http://rizhao.meituan.com/shop/6341405,烤肉 肉 肉酱 火锅 奶香小馒头 奶茶 麻酱 韩式辣酱 培根肉 炒鸡 可乐 小馒头 烤馒头 烤五花肉 更多》,2157,26963,5.0,95.0,2904.5,日照,东港区滨州路与学海路交汇东100米路北,15339912119
2017-07-01,八斗厨火锅海鲜自助（大润发店）,自助餐,http://rizhao.meituan.com/shop/2536979,牛羊肉 虾滑 鸳鸯锅 果汁 虾子 鲜虾 金针菇 涮肉 火龙果 海虾 牛排 红酒雪梨 脑花 冰激凌 更多》,1318,20245,5.0,2561.0,180529.0,日照,东港区兖州路与海曲路交汇处大北300米路西,0633-7891678
2017-06-01,岚桥锦江大酒店瑞泰西餐厅,自助餐,http://rizhao.meituan.com/shop/2174820,刺身 汇源果汁 三文鱼刺身 各种 巧克力瀑布 布丁 羊排 蔬菜沙拉 渔家四宝 炒鸡 砂锅鱼头 螃蟹腿 野米海参 鸡 华夫饼 炖排骨 甜点小蛋糕 肉 肉冻 虫草乌鸡汤 刺身 汇源果汁 三文鱼刺身 各种 巧克力瀑布 布丁 羊排 蔬菜沙拉 渔家四宝 炒鸡 砂锅鱼头 螃蟹腿 野米海参 鸡 更多》,3696,831,4.4,13.0,1667.26,日照,东港区山海天旅游度假区太公岛二路191号,0633-2188888-3512
2017-06-01,自煮水饺我想吃,自助餐,http://rizhao.meituan.com/shop/101325656,水饺 饺子,981,3290,5.0,54.0,1035.84,日照,东港区黄海一路与海滨三路交汇西100米路北（利群北门斜对面）,13386330917
2017-06-01,中豪国际饭店,自助餐,http://rizhao.meituan.com/shop/5872682,大虾 海鲜 大炒笨鸡 (58元/份)红烧鲤鱼 (38元/份)蛎肉炒蛋 (32元/份)马芹拌蛰头 (38元/份)大螃蟹 烤海鲜 羊肉卷 虾子 香菇油菜 (28元/份)麻汁,3168,6166,5.0,102.0,5010.4,日照,东港区海滨二路南首（近连云港路）,0633-8801888
2017-06-01,中豪海情假日酒店,自助餐,http://rizhao.meituan.com/shop/98003016,海鲜 活海鲜自助 大虾 (68元/份)西点 水果 果饮 酒水 菜品新鲜 铁板烧 蔬菜 寿司 干果 烤肠 生鱼片 酸奶 鸡尾酒 凉菜 海蛎子 (18元/份)海鲜粥 烧腊 酥脆 青菜 面包 海鲜 活海鲜自助 大虾 (68元/份)西点 水果 果饮 酒水 菜品新鲜 铁板烧 蔬菜 寿司 干果 烤肠 生鱼片 更多》,1878,,5.0,0.0,0.0,日照,"东港区灯塔风景区绿洲南路68号（海港城,灯塔北）",0633-8801999
2017-06-01,中豪·蒸尚鲜自助美食汇（苏宁广场店）,自助餐,http://rizhao.meituan.com/shop/113192008,海鲜 大虾 海蛎子 蒸锅 虾 海捕大虾,4492,19536,5.0,324.0,17097.4,日照,东港区海曲路与正阳路交汇处苏宁广场5楼,0633-3671666
2017-06-01,悦享尚品自助烤肉餐厅,自助餐,http://rizhao.meituan.com/shop/159401130,,,,分,0.0,16.24,日照,莒县浮来中路正基时代广场四楼,15105422046
2017-06-01,尚逸宏裕海鲜自助,自助餐,http://rizhao.meituan.com/shop/51831397,三文鱼生 烤鱿鱼 海鲜大拼 好 扇贝 甜点 生海鲜 大螃蟹 自助餐 (88元/份)蒜蓉扇贝 喜欢 好吃 生鱼片 西瓜 鱼 海鲜 铁板鱿鱼 香辣蟹 扎啤 烤牛排 生耗 凉菜 巴西烤肉 海蛎子 爬爬虾 蓝莓啤酒 铁板烧 乌冬面 炸鱿鱼圈 蛤蜊炖蛋 蟹脚 北极贝刺身 很多海鲜 文蛤 炒乌冬面 牛肉丸 酸菜鱼 三文鱼生 烤鱿鱼 海鲜大拼 好 扇贝 甜点 生海鲜 大螃蟹 自助餐 (88元/份)蒜蓉扇贝 喜欢 好吃 生鱼片 西瓜 更多》,1818,9609,5.0,160.0,10847.5,日照,东港区黄海三路与海滨二路交汇处,0633-8036008
2017-06-01,蘭亭汇国际料理海鲜烤肉自助,自助餐,http://rizhao.meituan.com/shop/101807046,海鲜 冰淇淋 烤肉 螃蟹 冰激凌 鸡尾酒 麻辣小龙虾 三文鱼刺身 果汁 水果 大虾 小蛋糕 巧克力瀑布 北京烤鸭 寿司 布丁 披萨 烤鸭 猪蹄 蒜蓉扇贝 西瓜 鲜榨果汁 海鲜 冰淇淋 烤肉 螃蟹 冰激凌 鸡尾酒 麻辣小龙虾 三文鱼刺身 果汁 水果 大虾 小蛋糕 巧克力瀑布 北京烤鸭 更多》,3786,28569,5.0,474.0,38176.4,日照,东港区烟台路与淄博路交汇处华润万象汇四楼,0633-2173222/13356230588
2017-03-01,如意海鲜酒楼巴鲁百味自助餐厅,自助餐,http://www.meituan.com/shop/77485017,海鲜 大虾 榴莲蛋糕 生鱼片 海蛎子 冰淇淋 烤肉 寿司生鱼片 披萨 文鱼 烤鱼 巴西烤肉 烤大虾 烤牡蛎 麻辣烫 冰激凌 凉菜 小点心 沙拉 慕斯蛋糕 榴莲布丁 榴莲芝士 炸鱼 烤羊腿 煮海鲜 肉串 蛋挞 鲜榨果蔬汁 冷饮冰淇淋 小蛋糕 小龙虾 干炸里脊 意大利面 意面 烤生蚝烤鱿鱼 烤羊肉 烤菠萝 西点 酸奶 海鲜 大虾 榴莲蛋糕 生鱼片 海蛎子 冰淇淋 烤肉 寿司生鱼片 披萨 文鱼 烤鱼 巴西烤肉 烤大虾 烤牡蛎 更多》,937,7860,4.0,199.0,13699.9,青岛,黄岛区开发区井冈山路576号,0532-86825777
2017-03-01,三只小熊火锅烤肉自助餐厅,自助餐,http://www.meituan.com/shop/40949627,烤肉 烤肉串 涮锅 烤鸡心 烧烤 虾 毛肚 涮羊肉 牛羊肉卷 西瓜 涮肉 清汤锅 肉串 面筋 凉菜 小糕点 开胃山楂 果汁 特制肉丸 秘制海米猪肉丸 蛋糕 大虾 小点心 山药 烤鱿鱼烤鸡心 铁板鱿鱼 雪糕 鸳鸯锅 五花肉串 卤鸡爪 奶茶 炸虾 烤串 菠萝西瓜 鸡块 黄桃罐头 冰激凌 前菜 北京烤鸭 可口可乐 海鲜锅底 炸串 炸丸子 烤鸡心烤肉串 葡萄 虾爬子 蛋塔 辣子鸡 麻辣香锅 烤肉 烤肉串 涮锅 烤鸡心 烧烤 虾 毛肚 涮羊肉 牛羊肉卷 西瓜 涮肉 清汤锅 肉串 面筋 更多》,6956,28500,4.4,248.0,13282.1,青岛,城阳区中城路495号中城路与春阳路交叉口东北角（交警中队斜对面）,0532-67760809
2017-03-01,莎茵屋牛排自助,自助餐,http://www.meituan.com/shop/150308360,牛排 披萨,,,5.0,2.0,156.62,青岛,胶州市宝龙城市广场商业街西侧,18766266252
